User handle,Date of tweet,Tweet Data
chia_seeds_,10-04-2017,Make your money & mind your business
FGCJimRoss,03-04-2017,GOOD GOD ALMIGHTY! IT'S THE HARDY BOYZ! I KNEW IT! THEY'VE RETURNED! #WRESTLEMANIA IS ABOUT TO BE BROKEN! BUSINESS, HAS JUST PICKED UP! pic.twitter.com/mQAbTTtdcN
DJOHSOxo,03-04-2017,@svntnh y'all ??
kyeezi,07-04-2017,Shout out to the homies at the robots outchea pushing business fam... these guys stay on top of their game... tomorrow homies has rugby tees pic.twitter.com/qTXiuErl1r
RefreshMkg,09-04-2017,Are you starting a business? Time to start marketing #startup #entrepreneur #UKBizLunch http://bit.ly/2eaZIlB pic.twitter.com/6KA7SX2jkw
indiankale,09-04-2017,some of y'all look a hot mess for prom but ima mind my business lmao
RDWilsonRealtor,03-04-2017,handsonreinvest: Is #RealEstate the Right #Business For You? http://handsonrealestateinvesting.com/?p=372  #realestatetips #RDWilsonRealtor #Tampa #Florida #rea…
Accelerate90,03-04-2017,Dig deeper into your business Facebook page's settings to improve its effectiveness http://ow.ly/xFvk30amNJV 
gradyw56,05-04-2017,Proof that Trump is loyal to no one he demands loyalty be gives none in return.
DCBComms,03-04-2017,From a business perspective, importing $8 BILLION in dirty fuel every year into sun-drenched Nevada makes 0 sense http://www.rgj.com/story/opinion/voices/2017/03/28/nevada-can-lead-nation-100-clean-energy-david-gibson/99599218/ …pic.twitter.com/PWZFuuxSak
blurrywatson,05-04-2017,sherlock: i'm married to my work john:*becomes an integral part of sherlocks business*
DanParks147,11-04-2017,it's the FSB conference ffs. He made clear he'd do interviews after-FSB wanted to hear q's on small business. Get a grip
immigrant4trump,09-04-2017,President Trump is going to Make America Great Again regardless of the color of your skin, no more business as usual GO TRUMP #MAGA #Trumppic.twitter.com/6BCYHFO3Z5
Ashiramercy,03-04-2017,Egg av no business dancing wit stones.......Live your normal life
canal_marketing,03-04-2017,#marketing Small Business Expert Advice: When to Close Down Your Business https://canalmarketing.wordpress.com/2017/04/02/marketing-small-business-expert-advice-when-to-close-down-your-business …
katehop33,06-04-2017,my life and my choices are none of anyones business except mine! Thanks!
WeNeededHillary,03-04-2017,Hillary Clinton: Advancing rights of women and girls is “the great unfinished business of the 21st century” http://bit.ly/2opIklI pic.twitter.com/jbzrNPBWra
MYTotalOffice,04-04-2017,Come and see us tomorrow at Bolton's Macron Stadium @e3budinessexpo doors open at 10:30 #e3expo17 #business pic.twitter.com/hBsn53lz8D
TheeLibra,08-04-2017,Do not follow if you're going to unfollow..... RT, LIKE and FOLLOW if you mean business. #TheWeekndFolloTrainpic.twitter.com/BIRq2l51Jp
CoachBailey45,05-04-2017,Rams have a nice class coming for 2017. Be interesting 2 see who takes care of business over summer & who was content with just signing.
Sage_Africa,03-04-2017,"Working 80 hours a week kept me from building my business. Sage enabled me to spend time doing things that matter" http://bddy.me/2oALCzP pic.twitter.com/aso9I0mFOG
Bookolizer,03-04-2017,Scoop Business » Launch of thought-provoking factory-farming textbook http://books.trendolizer.com/2017/04/scoop-business-launch-of-thought-provoking-factory-farming-textbook.html …
RebeccaAdeline4,03-04-2017,Start And Run Your Successful Music Company With The Record Label Business Plan! http://tiny.cc/doo8gy pic.twitter.com/NrMU8By9Qo
BIGTEX9234,03-04-2017,Some people need to mind their own business and stop trying to start crap!!!!!!!!!
business,06-04-2017,- Asia stocks drop - Topix falls 1.7% - Reaction to Fed - Dollar stronger - Oil below $51 https://bloom.bg/2nN3kPC pic.twitter.com/paJCdy7Duo
WeRetaliate1st,07-04-2017,What Are Your Business' Website Goals? http://goo.gl/LuqLwo  #Retaliate1st #Growth #CMO #StartUp #Innovatepic.twitter.com/eCr0WxjiKW
business,12-04-2017,The price of oil keeps rising https://bloom.bg/2p6KgNE pic.twitter.com/S7UtPSOyeF
business,04-04-2017,10 states sue the Trump administration over delays to energy-efficiency standards https://bloom.bg/2o2XEEj pic.twitter.com/JxkYdDysSC
Liberal_City,03-04-2017,Need a party of business...one that creates calm in this #brexitshambles chaos...Hi!pic.twitter.com/ssH9d3mKVG
BirchmoreGroup,03-04-2017,Do you admit when you don't know something? How can you be effective in #business without all the answers? http://bit.ly/2mDGxVV pic.twitter.com/UeRoKKX5sI
utilitywiseplc,10-04-2017,It's easier to switch your business water supplier than you think! http://hubs.ly/H070M_Q0  #UTeam #openwatermarketpic.twitter.com/U2JigK6Eci
fionakenny1,07-04-2017,Dear Leo Varadkar. I've done CE scheme.Also ran a dept.,tutored politics in university & I run my own business,so yeah I can hold down a job
patefaciodesign,03-04-2017,Almost home time. 3 day tradeshow. Need my uggs. Feet hurting. But great way to generate business. #SmallBusiness #homedecor
AdamChandler,03-04-2017,[Part 2 of 7] How to Make Money before Anyone Joins Your Business http://bit.ly/2hWZJvI pic.twitter.com/4rjLc55v8t
theyloveedesss,07-04-2017,who i fw is my business mine yours .
kbunky1,03-04-2017,: It's 'highly, highly unlikely' that Gorsuch will get enough votes to be confirmed - Read at Business Insider: http://www.businessinsider.com/r-top-senate-democrat-says-unlikely-trump-court-pick-can-clear-procedural-hurdle-2017-4?&platform=bi-androidapp …
PurposedNetwork,03-04-2017,Unprofitable Business? 4 Tips to Keep Your Business from Failing http://buff.ly/2olXhp2 
WWEFandango,06-04-2017,Putting in time during the hard times of this business shows how much you really love it. Respect to @WWEDillinger .
TechNative,07-04-2017,How can a #CIO can get better control over their #datacenter #business operations? (via @Correlata_ & #Cloud28+) http://tnative.co/G5Xz pic.twitter.com/LuSCNjqhfA
KayGuwop_,03-04-2017,Drink water & mind your business
RealJohnSimms,10-04-2017,Work smarter, not harder - Carl Barks #enlightenment #entrepreneur #business #selfhelp #selfimprovement #success #mlm #loa #stlouis #stl
HardTalkKE,11-04-2017,Hey @RailaOdinga a man who uses bushes for his miscellaneous business cannot mock the one with a pit latrine, Toa manifesto ya NASA tuone
noturfucknmuse,03-04-2017,why be in drama when you could just mind your own business
ItZmeKatherine,03-04-2017,A real estate developer doing official WH business in Iraq. Makes sense.
KristenPoborsky,03-04-2017,Read why Content Marketing Matters to Your #Business: http://bit.ly/1CUcsWE pic.twitter.com/dgH20QKjio
SeattleNewsHeds,03-04-2017,Seattle (WA) Times-Business: Uber driver accused of assaulting passenger in California
yabbie5674,04-04-2017,Underpaying staff by $2.4 million is not an "oversight" It's a business model
ProfitlandNet,03-04-2017,How to Be a Massive Success at a Business #Networking Event! via @juleskalpauli http://buff.ly/2ow1pjj  #success #business #smallbizpic.twitter.com/RkBHA0sBFi
samys_camera,03-04-2017,#ICYMI A Guide to Pricing for Photographers http://bit.ly/2njzS3P  #samyscamera #business #photographypic.twitter.com/CXG7VEQhRM
business,11-04-2017,Japan's top brokerages are cutting back on graduate hires as household investors shun stocks https://bloom.bg/2oulo4f pic.twitter.com/Xu6CVVAB6a
SlimGyalDem,09-04-2017,People hate when you happy and minding your business, not worried about them.
sherrishavon,07-04-2017,Now that we've had hours to deal with the #SyriaStrikes, lets get back to business. #Deflection #TheViewpic.twitter.com/MCkWq8iq2o
Mizzou,10-04-2017,We were named one of the top 50 public schools in the nation by Business First! http://ow.ly/tYaV30aJgkz pic.twitter.com/ZrdGuuXzkp
business,07-04-2017,The next battle between Amazon, Microsoft and Google is about bringing AI to all businesses https://bloom.bg/2niLHeu pic.twitter.com/kRMxmnot4s
pablo_shicone,08-04-2017,y'all bitches ain't my friends y'all just wanna know my fucking business
business,10-04-2017,How to beat currency markets? Just get on Twitter, academics say https://bloom.bg/2oi3uBo pic.twitter.com/FZReroh5KB
allure_essence,11-04-2017,"when you eating minding ya own business & someone says "have some?"" pic.twitter.com/I7N9fIIfKA
PeithoPromotion,03-04-2017,Social media and business: Show off your great work, and results will come - The Southern http://dlvr.it/NnQdys 
GuinwaZ,03-04-2017,Script writing, video editing, business meetings kinda Sunday
lavendula_,03-04-2017,Friendly reminder that my eating habits are none of your business
business,12-04-2017,Japan had a plan to deal with Mike Pence on trade, sidestepping Trump, and it worked https://bloom.bg/2p4h50d pic.twitter.com/5LqzaemWwR
Advancedh,03-04-2017,Can your storage system cope with the demand? Call on 01388 779111 to see how we can help you! #Storage #Business #PalletRacking #Warehousepic.twitter.com/MWD1jfCExK
uglyglofully,10-04-2017,"y'all talk?" nah we whisper , bitch mind ya business
voxo_nelle,07-04-2017,Them : Do y'all talk? Me : No we whisper, mind ya business bihh. pic.twitter.com/Z27zb5FWMT
whitegyaldes,11-04-2017,don't mind me bitch, mind your business
fiercelyforfun,11-04-2017,Just saw the footage of this and my is broken. @united you just lost my business for life and I mean it. #neverflyunitedagain #united3411
drmemogamboa,03-04-2017,How to use Periscope to market your business #makemoneyfromhome #leads #marketing #homebusiness #networkmarketinghttps://www.youtube.com/watch?v=LPUX12Rx5Ro …
SivaShankar30,03-04-2017,Steve Jobs gave Yogananda's book as a gift at his memorial - Business Insider http://www.businessinsider.com/steve-jobs-gave-yoganandas-book-as-a-gift-at-his-memorial-2013-9?IR=T …
Realistsofly,08-04-2017,Given the way Trump has run the "family business" and failed and skipped out on his bills I'd rather have Garth Brooks alter ego as POTUS
business,09-04-2017,Ex-Google engineer at the center of a fight over self-driving car tech made more than $120 million https://bloom.bg/2nWulQZ pic.twitter.com/Pxut0ssoj5
immarygracee,04-04-2017,Despite the fakeness surrounding show business, thank you for being and staying true, my dearest Kathryn and Daniel. pic.twitter.com/YlxR83zmq9
sellmysmallbiz,03-04-2017,Many '1 man band' businesses think they don't have a meaningful business to sell - they are usually wrong! #biztips #b2b #smallbizpic.twitter.com/WAHtn8SgFr
johnengle,03-04-2017,I love my friend Matthew Gonnering's (CEO of WIDEN) TedTalk about empathy in business and how employing people wi… https://www.youtube.com/watch?v=P147-dK4lhA …
business,08-04-2017,The best hiking trips around the globe for people who don't like to sleep in tents https://bloom.bg/2nW30y4 pic.twitter.com/gzukMcrEAg
Sirehabbiibb,07-04-2017,Build your site on Whogohost's site builder. Visit simplybuildit.ng and take your business to the next level. #SimplyBuildIt
911CPB,03-04-2017,Top 9 Benefits of Business #Networking | @AmazingBusiness http://buff.ly/2ooMM4l pic.twitter.com/gFdI8CSsFZ
wef,09-04-2017,How artificial intelligence could change the face of business http://wef.ch/2ogTQ2x pic.twitter.com/UpZcW62V2v
BENTAYAN_,03-04-2017,Business owners do not have monday - friday workweeks. they have 7 monday. pic.twitter.com/gzUeWiuxVT
_IsaiahGermany,06-04-2017,Prayer has to be the foundation of everything, whether it's your business, church, relationship, etc.
pasquinilli,03-04-2017,What is YOUR biggest business challenge?!? Ask @marcuslemonis here http://www.inc.com/ask-marcus-lemonis … #success
_gastre,03-04-2017,10 Ways to Grow Your Business Using Social Media http://ln.is/RtSyd  via HuffingtonPost #socialmedia #marketing
12earnmoney,03-04-2017,7 Online Business Secrets to Get More Lead s, Sales , Sign-Ups , Clients , Cashflow http://bit.ly/2cAWmwg  #mlm #networkmarketing
mbajobs_africa,03-04-2017,Business #development & Client #service #manager: #Nielsen, Lagos. http://www.MBA-Exchange.com/candidates/mba_jobs_external.php?u=aHR0cDovL3d3dy5pbmRlZWQuY29tL3JjL2Nsaz9qaz04OWZkZmU0MDQxNjIyMjJlJmF0az0=&jk=89fdfe404162222e&src=tw … #MBA #jobs #Africa
IoTRecruiting,08-04-2017,Developing #Business Models for #IoT #Startups https://www.linkedin.com/pulse/developing-business-models-iot-startups-bill-mccabe … #AI #IoE #IIoT #BigData #BlockChain #Fintech #InternetOfThings #ARpic.twitter.com/VBPXc7sxJq
press_aware,03-04-2017,5 fun facts about April Fools’ Day http://pressaware.com/?p=22654  #business pic.twitter.com/SRSU1bgwxY
ukrainik,03-04-2017,Never underestimate #Flynn: Akido training #Putin's #KGB is only @GenFlynn side business in #Russia but #Kasperky cyber already runs the USAhttps://twitter.com/SethAbramson/status/848326242948579329 …
ZeldaLackner,11-04-2017,Hey @united I will not be giving you my business. I can't imagine exposing my child to the kind of violence you've condoned. #BoycottUnited
business,08-04-2017,If you think your student debt company wants to help you pay your loan, guess again https://bloom.bg/2nqlJG3 pic.twitter.com/eFUCibBdIA
MadeManJama,08-04-2017,If only more people minded their own business like this pic.twitter.com/QozdCTQSqS
gallardo101jr,03-04-2017,Check out Alicia Petites Vintage Womens Sweater Size Medium Business Career Style Black #Sweater http://www.ebay.com/itm/Alicia-Petites-Vintage-Womens-Sweater-Size-Medium-Business-Career-Style-Black-/252841613170?roken=cUgayN&soutkn=m1eIyK … via @eBay
Moneykushwzrd,06-04-2017,Pushing my snack business at the #AntiZumaMarches let's fight for what we believe in on a full stomache Rt For Awerness
SilmiyahBey13,10-04-2017,THAnkhFULL 4 ALL THe Tru Kings Upliftin RAspectfully..About THe Righteousness & Mindin YAh Business...Daily Eye Sea YAh..That's Huge...
SteveGutzler,10-04-2017,This week practice PDA: > Passion > Discipline > Action #leadership #business
jgabsss,12-04-2017,I smoke my weed, I mind my business. And I'm lowkey. I'd like to keep it that way lol
MiyonseAmosu,06-04-2017,If you missed..... #BBNaija @miyonsea at the Business Clinic hosted by @heritagebankltd for the Ex housemates and Young Entrepreneurs.pic.twitter.com/5J3IV1KRsB
FlirtyNotes,07-04-2017,Relationships last longer when nobody knows your business.
milloteam,03-04-2017,The one simple habit that changed my entire business and life. http://millo.co/one-simple-habit-changed-entire-business-life …pic.twitter.com/9Rt5jKsa9G
DonaldLanders,06-04-2017,http://entrepreneur.com/article/66008  For Startegic Business Funding Fast, Coast to Coast...Contact; http://www.dbigfish.com pic.twitter.com/vUKzY2T9Ai
Moonsta04,03-04-2017,Who want ARMYS to stfu and go mind their own business and support their faves without comparing and commenting everything EXO and EXO-Ls do
WendyR305,03-04-2017,Congress: Postpone All Hearings and Business - Sign the Petition! https://www.change.org/p/congress-postpone-all-hearings-and-business?recruiter=698735621&utm_source=share_petition&utm_medium=twitter&utm_campaign=share_twitter_responsive … via @Change
Lynchburged,05-04-2017,me: *is minding my own business* my allergies: pic.twitter.com/xOBfaygoH9
Maryaim_alrwali,03-04-2017,Helping Accounts ? #FF ? English literature @English_Tahaluf ? Business Studies @tahalufbusiness ? IT @tahaluf_it ? #AOU #AOUKW
jesuisjoy_xo,03-04-2017,I really don't care for what others do. I may comment from time to time but at the end of the day is not my business.
IFTVofficial,06-04-2017,Chiellini got a diploma for a masters degree in business Who would of known! pic.twitter.com/zINUy33irT
JonB_954,10-04-2017,I mind my business 24/7
ClairyHolland,03-04-2017,New Blog post about my South West Business Expo experience as an exhibitor - Making an Exhibition of Myself #swbexpo http://ow.ly/HPjG30aumZC pic.twitter.com/cSeErkybHa
RealJGallagher,07-04-2017,Foreign policy is complex.Part of me thinks we should mind our own business. Other part thinks other governments shouldn't gas their people
Darcizzleee,12-04-2017,Never would I tell people your business because we're not cool anymore. That's where respect is truly lost
rhino7franchise,03-04-2017,Want to #franchise your business? Start with an effective business plan. http://bit.ly/2lhdXs9 
VACATURESEUREKA,03-04-2017,Functioneel beheerder met kennis van Unit 4 Business World - Amersfoort, Utrecht http://vacatures.eureka-recruitment.nl/index.php?m=portal&a=details&jobOrderID=285083 …
MyStylinsonTeam,06-04-2017,#ARTICLE | Louis is #5 & Harry #6 on Business Insider's list of entertainers with most likes/post on IG in 2017. ~S http://www.businessinsider.com/people-on-instagram-with-most-likes-per-post-2017-3/?r=US&IR=T&IR=T#15-david-beckham-515405-likes-on-average-1 …pic.twitter.com/l8vJufj47t
shoutakuyaoi,07-04-2017,JESUS CHRIST THAT NOTE AT THE LAST PART IM SHOOK SHOUTA JUST DID THAT HIGH NOTE LIKE NOBODY'S BUSINESS IM pic.twitter.com/U9g0vviCmJ
Shenzhen_Life,03-04-2017,Chinese companies are serious about #ai. #ArtificialIntelligence #china #business #news #baiduhttps://twitter.com/technology/status/848471693022679040 …
_LolaLucciano,03-04-2017,I used to not care abt my hands & feet when I was 19.. and then my guy told me like baby, you do business.. u can't be out here like that..
Nathealings,09-04-2017,2017 drivers of #business #disruption #growthhacking #innovation #makeyourownlane #defstar5 #iot #AI #iiot viapic.twitter.com/2iqYzGIcwm
GlobalFMA,03-04-2017,#riskmanagement “What are the odds that a catastrophe could affect this business?” learn more http://globalfma.net/difference-emergency-planning-risk-management-business-continuity/ … @fmadvisopic.twitter.com/sD2l2J3lMi
craigbrownphd,10-04-2017,Reasons why hadoop as a service is recommended for your business: The importance that data is… https://goo.gl/sRXzZ6  #Hadoop #NoSQL #Datapic.twitter.com/joDMvb27r2
hclnitin,12-04-2017,#socialmedialistening #HClILeaderTalks based on what your business wants to achieve such as For content posting @hootsuite,
CarmellaBlue,03-04-2017,Tea 2 sugars is the business. My husband doesn't have sugar and if I accidentally drink his my acting skills are oscar esque
NotFriendly___,03-04-2017,Stay Out The Way & Mind My Business
Itsddiamond,10-04-2017,Y'all better stop telling y'all 'friends' y'all business bc all they gone do is use it against yu
IoTRecruiting,09-04-2017,What is #BigData ? https://www.linkedin.com/pulse/what-big-data-bill-mccabe … #AI #IoT #IoE #IIoT #BlockChain #Fintech #InternetOfThings #Technology #Business #Cognitive #ARpic.twitter.com/BWqNxgEZRU
SecurityMayor,03-04-2017,Now you can keep your home or business protected with our dome type security camera with digital (HD) sensor. http://bit.ly/2b7Ta7t 
BusyBakingBliss,03-04-2017,Yep I watched it called the Business of Being Born on Netflix. Great watch.
EdwardBarberOFC,11-04-2017,keep them guessing don't let people know all your business. MAYWARD GenuinelyLoved
Swansparkle,05-04-2017,I retweet almost every business tweet I see because I know how challenging it is to run a business. Every support you can get matters alot
leoavil3s,05-04-2017,Why tf ppl tweeting their business. Don't nobody want to see that bullshit. Keep it to your self. Dramatic af
optimalhq,03-04-2017,Totally agree #NZ needs a simpler business support framework & in my opinion it's time to focus on growth not just starting up (buckets 3&4) https://twitter.com/modsta/status/847925291288731648 …
RaymondCCoombs,03-04-2017,CONTEST! Rockin'Ray Entertainment is a small business that relys mostly on social media advertising and word... http://fb.me/6uunG4Z0G 
YosoyJramirez,05-04-2017,It bothers people when you not out here looking to be accepted by anyone. You just doing you nd minding your own business. Ppl hate that.
TheresaSpringer,03-04-2017,How the White House dug themselves into a huge hole for basically no reason - Business Insider https://apple.news/A0w6ZoggBT_y1Nzq4KBK68A …
John_Duece,08-04-2017,@realDonaldTrump how tf we gone save Syria from Syria? Spent more money in other country business instead of fixing ours... Flint need water
Aliyu_babs,03-04-2017,Wow 11million votes by N30 per sms.... good business #BBNaija
Emmmmmmyy_,04-04-2017,them: are you ever at school?? ME: do you ever mind your business?????? pic.twitter.com/XeI9G4f2ag
ipfconline1,12-04-2017,The Internet of Things: From Connected Devices to Human Value [infographic] #IoT #Business #BigData #Analytics #Sensors #Cloud pic.twitter.com/mnEWrUkWfH
Climber_CS,03-04-2017,Business Process Manager - Springfield, MO, , USA #jobs #Springfield pls RT: Responsibilities: Drive the effort to… http://dlvr.it/NnR1Nv 
